text,emotion,act,topic
good afternoon sales departmentmay i help you __eou__ could i speak to mr wood please __eou__ i will see a piece available who should i say is calling please __eou__ john eng __eou__ hold the line pleasemr wood is in the meeting with managing director at the moment i afraidcan i help you __eou__ well i want to discuss with them the new control we said last week __eou__ i do not think the meet will go on much longer should i ask him to call you when he is free __eou__ yes that will be easiest __eou__ could i have your name again please __eou__ yes it is john eng __eou__ and the number __eou__ __eou__ ok you will be hearing from mr wood later in the afternoon then mr john __eou__ thank you for helpgood bye __eou__ you are welcome goodbye __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 4 4,3 4 3 1 3 4 3 4 3 4 2 1 3 4 4,1
hello is mr over there __eou__ sorry madam i afraid you have a wrong numberwe do not have mr over here __eou__ i want is that right __eou__ no you give a wrong number __eou__ oh i am sorry to bother you __eou__ that is all right __eou__,0 5 0 0 5 4,2 1 2 1 1 1,1
operator i want to make a correct oversea phone call to beijing __eou__ who would you like to talk to __eou__ rachel jason __eou__ what is phone number __eou__ the code is the area code is and the local number is __eou__ your name please __eou__ manicole tan __eou__ hold on please __eou__ ok thank you __eou__ her line is through now please go ahead __eou__,0 0 0 0 0 0 0 0 4 0,3 2 1 2 1 3 4 3 4 3,1
good morning __eou__ good morningthis is marycan i speak to anne please __eou__ i m sorry she isn t in at the mommentshe will come back at half past ninecan i take a message for her __eou__ thank youbut i will call her later __eou__ okgoodbye __eou__ goodbye __eou__,0 0 5 4 4 4,1 3 4 4 1 1,1
well this is certainly a nice place mr taylor what sort of public transportation is nearby __eou__ please call my john well there s a subway stop and bus station just around the corner do you have children __eou__ yes two __eou__ well in that case the schools in this area are very good __eou__ we send our kids to private school but that s good to know too __eou__ oh well as far as other conveniences in the neighborhood there s a grocery store just up the block and there s lots of little shops nearby __eou__ great well we ll have to think about it but the place looks great __eou__ here s my card just give me a call if you re interested __eou__,4 0 0 0 0 0 4 0,2 2 1 1 1 1 3 4,1
there s a big sale on clothes and sporting goods at riverside mall __eou__ sporting goods is that bike tim wanted on sale __eou__ yeah it s percent off the regular price __eou__ well maybe we could get it now and hide it until his birthday __eou__ yeah it s a couple weeks away and we don t have anything yet __eou__ don t buy him underwear again he hates that __eou__ i know i know but if i didn t buy it for him he d never buy it __eou__ see anything else we need there __eou__ well all shoes are percent off __eou__ shoes you already have a closet full of shoes __eou__ i know but another pair can t hurt __eou__ oh all right i need some new shirts too let s go after breakfast __eou__,0 0 0 0 0 0 0 0 0 0 0 0,1 2 1 3 4 3 4 2 1 2 1 3,1
do you take in students i have been told you might have a vacant room __eou__ yesif you do not mind sharing room with someone else there is one available __eou__ how much are you asking __eou__ yuan a month __eou__ could i have a look at it please __eou__ sorry but i am on my way out nowcould you come back in an hour __eou__,0 0 0 0 0 5,2 1 2 1 3 3,1
we need to figure out how much money we re spending and what we re spending it on __eou__ why __eou__ well i think we could be saving more __eou__ really well o k get the receipts out __eou__ let s see we spent dollars for our home loan payment on groceries on utilities on gasoline on books and on entertainment last month __eou__ that s __eou__ we put into the savings account and into our stock account __eou__ our paychecks our combined that means we don t have any receipts for __eou__ right __eou__,0 0 0 0 0 0 0 0 0,3 2 1 4 1 1 1 1 1,1
what sort of shopping is nearby mr taylor __eou__ call me john this is a great area of the city for shopping there s a grocery store just around the corner __eou__ what about things other than food __eou__ well the riverside mall has stores in it including four major department stores __eou__ are there small shops near here as well __eou__ yes on th street near the movie theater there are many specialty shops including clothing boutiques __eou__ well that sounds just wonderful __eou__ yes it s a really nice neighborhood __eou__,0 0 0 0 0 0 4 4,2 1 2 1 2 1 1 1,1
can i help you sir __eou__ yes what sort of warranty comes with this stereo __eou__ well our store offers a day return policy and the manufacturer offers a oneyear warranty on any factory defects __eou__ what conditions are there on the store policy __eou__ we ll give you your money back as long as the stereo is returned in the original packaging and with a receipt __eou__ o k how do i get the manufacturer s warranty __eou__ just send in the warranty card with a copy of your receipt __eou__ all right those sound good i ll take it __eou__ very well i can ring you up over here sir __eou__,0 0 0 0 0 0 0 4 4,2 2 1 2 1 2 1 3 4,1
hi john this is mary your tenant up in lincoln park __eou__ oh hi mary what can i do for you __eou__ i was wondering when trash collection day was __eou__ it s on tuesdays and fridays __eou__ great __eou__ you could save a couple of dollars by taking it to the dump yourself though __eou__ oh o k where s that __eou__ it s at the corner of that street __eou__ thanks who do i call for trash collection __eou__ just leave the stuff by the curb the company ll send a guy out next month to give you the bill __eou__ all right thanks a lot __eou__ no problem __eou__,0 0 0 0 4 0 0 0 4 0 4 4,1 2 3 4 1 3 2 1 2 1 4 4,1
taxi __eou__ yes sir where to __eou__ the city square please __eou__ are you in a hurry __eou__ yes i have to be there to meet a friend at thirty pm so we are sure we can get there on time __eou__ i am afraid not sir generally we can but you know how it is in the rush hour now __eou__ i see here is the extra for you if you can get me there on time __eou__ all right i will do my best __eou__ ohwe made it thank you how much do i own you __eou__ the reading on the kilometer is __eou__ here is the money keep the changes please __eou__ do you need a receipt __eou__ no thank you __eou__,0 0 0 0 0 5 0 0 0 0 0 0 4,3 2 3 2 2 1 3 4 2 1 3 2 1,1
hi taxi __eou__ get in please where to madam __eou__ the international airport please i have to be there by __eou__ i cannot promise anything but i will try my best __eou__ oh that is my stop how much do i need to pay __eou__ that will be dollars please __eou__ thanks a lothere __eou__,0 0 0 0 0 0 4,3 2 3 4 2 3 4,1
where is it __eou__ i am going to the golden hotel __eou__ get in please __eou__ thank you i have an appointment with an important client at __eou__ do not worry you will be there plenty of time that is it please __eou__ thank youhere s just give me back please __eou__,0 0 0 4 0 4,2 3 4 3 3 4,1
hello __eou__ this is soft may i speak to lamely __eou__ this is lamely __eou__ hello lamleyare you free tomorrow __eou__ yes __eou__ would you like to go to an activation with me __eou__ i would like tosee you tomorrow __eou__ see you __eou__,0 0 0 0 0 0 0 4,1 3 4 2 1 3 4 1,1
i am calling to ask about your apartment you advertised __eou__ yes we have got great apartments with charming environment and nice sceneryand they are all newly renovated __eou__ that sounds fantastic but i am looking for something closer to downtown as i spend most of my time at the office __eou__ no problem we have a nice apartment located near the oriental square it is perfect for people busy with office work it is fully furnished with a service staff taking care of the trivial details __eou__ i am sure they are wonderful but i need an unfurnished apartment with relatively lower cost __eou__ ah i get your point we have just what you need our jinyuan apartments have several floor plans the one bedroom apartments are very economical but their layout makes great use of a small amount of space i think you can find a very apartment there __eou__ great i will arrange a viewing after work tomorrow afternoon could you tell me the detailed dress __eou__ of course it is just at lingual road you can phone me again if you cannot find the right place __eou__ ok thank you __eou__,0 0 4 4 0 0 4 0 4,3 4 1 1 1 1 3 4 1,1
a friend told me might find a room here __eou__ yes i will have a room free next week __eou__ what do you charge __eou__ yuan a year but you cannot have visitors live in it __eou__ ok would it be all right to look at the room first __eou__ could you come back later we are right in the middle of dinner __eou__,0 0 0 0 0 0,3 4 2 1 3 3,1
marketing manage office can i help you __eou__ mr green please __eou__ sorry he is out __eou__ what time you suspect back them __eou__ sorry i am not sure can i take a message __eou__ no thanks i will call back later __eou__ that is fineplease call again later __eou__ ok thank yougoodbye __eou__,0 0 5 0 5 4 0 4,2 3 4 2 3 4 3 4,1
this is the house i want to rent __eou__ could you tell me the advantages of it __eou__ no problem first it is comfortable and cozy second it has a lovely view of the city third it has all kinds of electric appliances that we need such as refrigerator electric stove heating apparatus washing machine and dishwasher forth is the most important the electricity is free of charge finally it is located in the center of the city and the transportation is convenient __eou__ there is something in what you said but what is the rent __eou__ dollars per week __eou__ in my opinion the rent is far more expensive than that in other areas __eou__ it certainly is but to tell you the truth the room is so large that i can share it with someone else and that will decrease the total amount of the rent __eou__ your intention is good but i still cannot agree with you if no one would like to share it with you you have to pay it all by yourself __eou__ do not you think i can save some bus fares since it s easy to go anywhere from here and it s near the place where i work __eou__ i agree with you in this way but how often do you go to work or shopping per week __eou__ twice a week for work and once for shopping __eou__ in my opinion you have to go to the university every day and the fare would cost you most of your living expenses if you live here far away from the university __eou__ that is true ok i will think about it __eou__,0 0 0 0 0 0 0 0 0 0 0 0 4,1 3 4 2 1 1 1 1 2 2 1 1 1,1
